Trip_Distance_km,Time_of_Day,Day_of_Week,Passenger_Count,Traffic_Conditions,Weather,Base_Fare,Per_Km_Rate,Per_Minute_Rate,Trip_Duration_Minutes,Trip_Price,Distance_Cost,Time_Cost,Avg_Speed,Is_Peak,Is_Weekend,High_Traffic,Bad_Weather,Traffic_Time,Distance_per_Min,Fare_per_Km,Distance_Bin
29.34,Afternoon,Weekday,2.0,High,Clear,2.05,1.59,0.48,70.14,82.3678,46.650600000000004,33.6672,25.098159981522823,0,0,1,0,70.14,0.4124262018554962,0.06756756756756756,"(20.734, 30.486]"
23.81,Morning,Weekend,1.0,Medium,Rain,2.81,1.91,0.24,62.02,63.1719,45.47709999999999,14.8848,23.03428215786367,1,1,0,1,0.0,0.37781656616946996,0.11326078194276502,"(20.734, 30.486]"
15.04,Morning,Weekday,1.0,Low,Clear,5.0,1.78,0.11,15.09,33.4311,26.7712,1.6599,59.79881515645501,1,0,0,0,0.0,0.9347420758234928,0.3117206982543641,"(10.982, 20.734]"
29.95,Morning,Weekday,4.0,High,Clear,2.63,1.33,0.33,81.84,69.47070000000001,39.8335,27.0072,21.95731702846753,1,0,1,0,81.84,0.3615403186866248,0.08497576736672051,"(20.734, 30.486]"
2.49,Afternoon,Weekday,2.0,Low,Clear,2.8,1.74,0.32,108.02,41.699,4.3326,34.5664,1.3830695256275192,0,0,0,0,0.0,0.022839845899834895,0.8022922636103151,"(1.181, 10.982]"
2.83,Morning,Weekday,1.0,Low,Snow,3.99,0.96,0.19,11.65,8.920300000000001,2.7168,2.2135000000000002,14.57435668549259,1,0,0,1,0.0,0.22371541501976286,1.04177545691906,"(1.181, 10.982]"
41.31,Afternoon,Weekday,2.0,Medium,Clear,4.9,1.1,0.29,21.18,56.05960000000001,45.44100000000001,6.1422,117.02218067476844,0,0,0,0,0.0,1.8624887285843104,0.11581186480737414,"(40.238, 49.99]"
18.65,Afternoon,Weekday,1.0,Medium,Clear,4.75,0.98,0.36,87.41,54.49459999999999,18.276999999999997,31.467599999999997,12.801651058338463,0,0,0,0,0.0,0.21094898767107792,0.24173027989821885,"(10.982, 20.734]"
7.23,Evening,Weekday,1.0,Low,Clear,3.51,1.2,0.39,55.29,33.7491,8.676,21.563100000000002,7.845818276524401,1,0,0,0,0.0,0.12844199680227394,0.42648845686512754,"(1.181, 10.982]"
26.59,Morning,Weekday,2.0,Medium,Clear,4.39,0.93,0.1,51.41,34.2597,24.7287,5.141,31.032510805164698,1,0,0,0,0.0,0.5073459263499333,0.15911562160202972,"(20.734, 30.486]"
38.73,Morning,Weekday,2.0,Medium,Clear,2.41,1.94,0.47,20.75,87.29869999999998,75.13619999999999,9.7525,111.98712326390562,1,0,0,0,0.0,1.7806896551724136,0.060659451296249695,"(30.486, 40.238]"
11.58,Morning,Weekday,3.0,Low,Rain,4.93,0.97,0.17,63.28,26.9202,11.2326,10.757600000000002,10.97966833437104,1,0,0,1,0.0,0.18014934660858742,0.3918918918918919,"(10.982, 20.734]"
31.52,,Weekday,1.0,Low,Clear,4.89,0.65,0.19,19.55,29.0925,20.488,3.7145,96.73360408376212,0,0,0,0,0.0,1.5338199513381994,0.15036900369003692,"(30.486, 40.238]"
5.18,Evening,Weekday,2.0,Medium,Clear,2.49,1.29,0.21,59.81,21.7323,6.6822,12.5601,5.196403313125098,1,0,0,0,0.0,0.08518335800032889,0.40291262135922334,"(1.181, 10.982]"
3.53,Morning,Weekend,1.0,Low,Clear,2.9,0.59,0.12,92.82,16.1211,2.0827,11.138399999999999,2.2818210612730363,1,1,0,0,0.0,0.0376252398209337,0.6401766004415012,"(1.181, 10.982]"
27.04,Night,Weekday,2.0,High,Clear,2.3,0.67,0.15,61.57,25.6218,18.1168,9.2355,26.35023858789747,0,0,1,0,61.57,0.4321559852964679,0.08202567760342368,"(20.734, 30.486]"
32.23,Afternoon,Weekday,3.0,High,Clear,4.45,1.2,0.23,119.08,70.5144,38.675999999999995,27.3884,16.239421030797626,0,0,1,0,119.08,0.2684043970686209,0.13391513692446586,"(30.486, 40.238]"
36.58,Evening,Weekend,4.0,,Rain,3.13,1.15,0.15,83.96,57.791,42.06699999999999,12.594,26.140832723920504,1,1,0,1,0.0,0.4305555555555556,0.08328898350186269,"(30.486, 40.238]"
48.82,Evening,Weekday,2.0,High,Clear,2.27,1.7,0.14,101.76,99.5104,82.994,14.246400000000001,28.785207634388943,1,0,1,0,101.76,0.4750875827170105,0.04556403050983541,"(40.238, 49.99]"
26.3,Evening,Weekday,2.0,Medium,Clear,3.03,1.61,0.39,52.71,65.9299,42.343,20.556900000000002,29.937052509362445,1,0,0,0,0.0,0.489666728728356,0.11098901098901098,"(20.734, 30.486]"
16.82,Evening,Weekday,4.0,Low,Snow,4.94,1.14,0.44,93.3,65.1668,19.174799999999998,41.052,10.816650696780085,1,0,0,1,0.0,0.17836691410392366,0.2772166105499439,"(10.982, 20.734]"
39.96,Afternoon,Weekday,4.0,Low,Clear,3.89,1.0,0.2,9.66,45.782,39.96,1.9320000000000002,248.18334264952486,0,0,0,0,0.0,3.74859287054409,0.094970703125,"(30.486, 40.238]"
14.27,Evening,Weekday,2.0,,Rain,3.25,0.97,0.11,19.13,19.1962,13.841899999999999,2.1043,44.755522565941476,1,0,0,1,0.0,0.7088922006954794,0.2128356254092993,"(10.982, 20.734]"
22.51,Morning,Weekday,4.0,,Clear,2.5,1.66,0.19,28.35,45.2531,37.3666,5.386500000000001,47.63920340310258,1,0,0,0,0.0,0.7669505962521295,0.10633772862611654,"(20.734, 30.486]"
4.84,Evening,,3.0,Medium,Rain,4.96,0.58,0.12,51.22,13.9136,2.8072,6.1464,5.669593874339621,1,0,0,1,0.0,0.09268479509766372,0.8493150684931507,"(1.181, 10.982]"
2.24,Afternoon,Weekday,1.0,Low,Clear,4.46,0.52,0.14,102.26,19.9412,1.1648,14.316400000000002,1.3142891788235156,0,0,0,0,0.0,0.02169281425527794,1.376543209876543,"(1.181, 10.982]"
48.17,Evening,Weekend,3.0,Medium,Clear,3.51,1.69,0.27,44.82,96.3487,81.4073,12.101400000000002,64.48374185084538,1,1,0,0,0.0,1.0512876473155828,0.07138499084807809,"(40.238, 49.99]"
41.96,Afternoon,Weekend,4.0,Low,Rain,2.21,1.22,0.19,80.28,68.65440000000001,51.1912,15.2532,31.360004783222845,0,1,0,1,0.0,0.5162401574803149,0.05144320297951583,"(40.238, 49.99]"
35.1,Afternoon,Weekday,2.0,,Rain,2.17,0.7,0.31,86.57,53.5767,24.57,26.836699999999997,24.326965505610453,0,0,0,1,0.0,0.4008221993833505,0.06011080332409972,"(30.486, 40.238]"
21.04,Afternoon,Weekday,2.0,Low,Rain,2.36,0.85,0.2,72.41,34.726,17.884,14.482,17.433911609626215,0,0,0,1,0.0,0.2866094537528947,0.10707803992740472,"(20.734, 30.486]"
9.49,Evening,,3.0,High,Rain,3.74,1.9,0.48,46.08,43.8894,18.031,22.118399999999998,12.35660993997474,1,0,1,1,46.08,0.20157179269328804,0.3565300285986654,"(1.181, 10.982]"
8.67,Morning,Weekday,2.0,High,Rain,4.79,1.79,0.46,71.36,53.1349,15.5193,32.8256,7.289736913647026,1,0,1,1,71.36,0.11981757877280265,0.4953464322647363,"(1.181, 10.982]"
13.26,Morning,Weekday,4.0,Medium,Clear,3.49,1.56,0.33,44.36,38.814400000000006,20.6856,14.6388,17.93483406446261,1,0,0,0,0.0,0.2923280423280423,0.2447405329593268,"(10.982, 20.734]"
27.91,Morning,Weekend,3.0,Low,Clear,4.53,1.22,0.24,61.57,42.0962,34.0502,14.7768,27.198045820570204,1,1,0,0,0.0,0.4460604123381812,0.15669318574887584,"(20.734, 30.486]"
36.02,Morning,Weekend,2.0,Low,Clear,3.34,1.28,0.29,119.17,79.2381,46.1056,34.5593,18.13534546272319,1,1,0,0,0.0,0.2997420321211617,0.09022150189086979,"(30.486, 40.238]"
33.35,Evening,Weekday,1.0,High,Clear,4.13,1.96,0.26,19.63,74.59979999999999,65.366,5.1038,101.93269691196397,1,0,1,0,19.63,1.6165777993213768,0.12023289665211062,"(30.486, 40.238]"
14.72,Morning,Weekday,2.0,Low,Clear,4.2,1.95,0.39,13.32,38.0988,28.704,5.1948,66.30331967028512,1,0,0,0,0.0,1.0279329608938548,0.26717557251908397,"(10.982, 20.734]"
47.79,,Weekend,4.0,Low,Clear,2.52,0.82,0.28,106.03,71.3962,39.187799999999996,29.6884,27.043136603961496,0,1,0,0,0.0,0.44651032420816594,0.05164992826398852,"(40.238, 49.99]"
37.16,Afternoon,Weekend,2.0,Low,,3.08,1.72,0.44,39.71,84.4676,63.91519999999999,17.4724,56.14621788640816,0,1,0,0,0.0,0.912797838368951,0.08071278825995808,"(30.486, 40.238]"
28.16,Morning,Weekend,2.0,,Clear,3.91,0.8,0.48,79.78,64.7324,22.528000000000002,38.294399999999996,21.178080886832134,1,1,0,0,0.0,0.34860113889576627,0.1340877914951989,"(20.734, 30.486]"
25.87,Evening,Weekday,3.0,Medium,Clear,2.21,0.82,0.23,42.84,37.4586,21.2134,9.853200000000001,36.231985546420916,1,0,0,0,0.0,0.5901003649635036,0.0822478600669892,"(20.734, 30.486]"
13.14,,Weekday,3.0,Low,Clear,3.6,1.11,0.14,35.14,23.105000000000004,14.585400000000002,4.919600000000001,22.435587326340475,0,0,0,0,0.0,0.36358605423353624,0.2545968882602546,"(10.982, 20.734]"
18.44,Afternoon,Weekday,2.0,Low,Rain,4.99,1.9,0.18,44.45,48.027,35.036,8.001,24.890552658456805,0,0,0,1,0.0,0.40572057205720574,0.2566872427983539,"(10.982, 20.734]"
38.13,,Weekday,4.0,High,Rain,3.42,0.63,0.27,52.23,41.544,24.021900000000002,14.1021,43.80190922562637,0,0,1,1,52.23,0.7163253804245727,0.08740097112190134,"(30.486, 40.238]"
1.71,Morning,Weekday,4.0,High,Clear,4.45,1.27,0.18,87.85,22.4347,2.1717,15.812999999999999,1.167891852759116,1,0,1,0,87.85,0.019245920090039392,1.6420664206642068,"(1.181, 10.982]"
6.69,Night,Weekday,4.0,Low,Clear,3.3,1.88,0.45,61.57,44.6007,12.5772,27.706500000000002,6.5193452719317335,0,0,0,0,0.0,0.10692024932076076,0.42912873862158646,"(1.181, 10.982]"
3.25,Night,Weekday,3.0,Medium,Clear,4.39,1.86,0.16,61.57,28.5966,6.045,9.8512,3.167095984122292,0,0,0,0,0.0,0.051941825155825475,1.0329411764705883,"(1.181, 10.982]"
3.0,Afternoon,Weekday,1.0,Low,Clear,3.79,0.73,0.28,9.82,8.729600000000001,2.19,2.7496000000000005,18.328819013094922,0,0,0,0,0.0,0.27726432532347506,0.9475,"(1.181, 10.982]"
42.92,Morning,Weekday,3.0,High,Clear,4.66,1.05,0.34,62.85,71.095,45.066,21.369000000000003,40.97335586295119,1,0,1,0,62.85,0.6722004698512138,0.10610200364298725,"(40.238, 49.99]"
35.48,Afternoon,Weekday,3.0,Low,Clear,3.23,1.43,0.38,72.19,81.39859999999999,50.736399999999996,27.432199999999998,29.488603779439423,0,0,0,0,0.0,0.4847656783713622,0.08854166666666667,"(30.486, 40.238]"
5.79,Morning,Weekday,2.0,Medium,Clear,3.89,1.95,0.45,10.65,19.973,11.2905,4.7925,32.61788068277843,1,0,0,0,0.0,0.49699570815450644,0.572901325478645,"(1.181, 10.982]"
25.09,Morning,Weekend,2.0,Medium,Snow,3.25,1.87,0.33,70.95,73.5818,46.9183,23.413500000000003,21.217579555352593,1,1,0,1,0.0,0.3487143849895761,0.1245688003066309,"(20.734, 30.486]"
24.2,Afternoon,Weekday,1.0,Low,Snow,2.43,0.75,0.28,103.17,49.4676,18.15,28.887600000000003,14.073776831771841,0,0,0,1,0.0,0.23231256599788805,0.09642857142857143,"(20.734, 30.486]"
9.49,Evening,Weekday,1.0,Medium,Clear,2.28,0.68,0.13,32.82,12.9998,6.453200000000001,4.2666,17.34886016709018,1,0,0,0,0.0,0.2806031933767002,0.217349857006673,"(1.181, 10.982]"
22.26,Evening,Weekday,2.0,Medium,Clear,3.51,0.63,0.29,105.77,46.7471,14.023800000000001,30.673299999999998,12.62732744259747,1,0,0,0,0.0,0.20848552964315822,0.15090283748925193,"(20.734, 30.486]"
25.87,Evening,,2.0,Low,Clear,4.62,1.86,0.43,7.19,45.89750000000001,48.1182,3.0917000000000003,215.86515728868247,1,0,0,0,0.0,3.158730158730158,0.17193896538890957,"(20.734, 30.486]"
31.18,Afternoon,Weekday,1.0,Medium,Clear,2.71,0.79,0.35,89.23,58.5727,24.6322,31.2305,20.965901831882782,0,0,0,0,0.0,0.34556134323395765,0.08421379738968303,"(30.486, 40.238]"
32.12,Afternoon,Weekday,4.0,High,Rain,2.63,1.12,0.43,112.31,86.89770000000001,35.9744,48.2933,17.159555732050222,0,0,1,1,112.31,0.28347012620245343,0.07940821256038648,"(30.486, 40.238]"
3.22,Afternoon,Weekday,1.0,Medium,Clear,4.21,1.17,0.3,80.58,32.151399999999995,3.7674,24.174,2.3975994221934314,0,0,0,0,0.0,0.03947045844569748,0.9976303317535543,"(1.181, 10.982]"
19.36,Night,Weekday,1.0,Medium,Rain,2.96,1.4,0.15,55.49,38.3875,27.104,8.3235,20.933275185346705,0,0,0,1,0.0,0.3427155248716587,0.14538310412573674,"(10.982, 20.734]"
31.67,Morning,Weekday,1.0,Low,Clear,3.52,1.22,0.11,10.16,23.9563,38.6374,1.1176,187.01651477274964,1,0,0,0,0.0,2.837813620071685,0.10774410774410774,"(30.486, 40.238]"
25.65,Evening,Weekday,2.0,Medium,Snow,2.49,0.84,0.22,110.81,48.4142,21.546,24.3782,13.888563007510111,1,0,0,1,0.0,0.229407029782667,0.09343339587242028,"(20.734, 30.486]"
42.97,Afternoon,Weekend,4.0,Low,Clear,4.88,1.9,0.38,59.08,108.9734,81.643,22.4504,43.63869019610498,0,1,0,0,0.0,0.7152130492676432,0.1109847623379577,"(40.238, 49.99]"
33.28,,Weekday,1.0,Medium,Rain,4.55,1.86,0.42,8.33,69.9494,61.900800000000004,3.4985999999999997,239.69461983530596,0,0,0,1,0.0,3.566988210075027,0.13273045507584597,"(30.486, 40.238]"
8.98,Evening,,2.0,High,Clear,4.59,1.67,0.22,84.33,38.1392,14.9966,18.552599999999998,6.389139885166239,1,0,1,0,84.33,0.10523848587835463,0.4599198396793587,"(1.181, 10.982]"
4.46,Afternoon,Weekend,3.0,Medium,Clear,3.22,0.53,0.3,60.41,23.7068,2.3638,18.122999999999998,4.429686180902027,0,1,0,0,0.0,0.07262660804429247,0.5897435897435898,"(1.181, 10.982]"
32.48,Evening,Weekday,3.0,Low,Clear,4.29,0.99,0.27,19.3,41.65619999999999,32.155199999999994,5.211,100.97095427085168,1,0,0,0,0.0,1.5999999999999999,0.1281362007168459,"(30.486, 40.238]"
2.3,Night,Weekend,2.0,Low,Clear,2.43,1.44,0.26,29.64,13.4484,3.312,7.7064,4.6557761988623705,0,1,0,0,0.0,0.07506527415143602,0.7363636363636364,"(1.181, 10.982]"
25.87,Afternoon,Weekday,3.0,Medium,Rain,2.03,0.91,0.19,12.42,31.4168,23.541700000000002,2.3598,124.96980822182503,0,0,0,1,0.0,1.9277198211624442,0.07554893933755116,"(20.734, 30.486]"
47.07,Morning,Weekday,4.0,Medium,Rain,2.06,1.86,0.15,71.04,100.2662,87.5502,10.656,39.75473180125167,1,0,0,1,0.0,0.6533870072182121,0.04285417100062409,"(40.238, 49.99]"
29.2,Afternoon,Weekday,3.0,High,Rain,3.76,1.45,0.18,76.53,59.87539999999999,42.339999999999996,13.7754,22.892803662848582,0,0,1,1,76.53,0.3766284019089385,0.12450331125827814,"(20.734, 30.486]"
20.02,Night,Weekday,3.0,High,Clear,3.37,0.61,0.12,63.16,23.1614,12.2122,7.579199999999999,19.018185387725893,0,0,1,0,63.16,0.31203241895261846,0.1603235014272122,"(10.982, 20.734]"
32.52,Morning,Weekday,4.0,Medium,Rain,3.55,1.86,0.18,98.97,81.85180000000001,60.48720000000001,17.8146,19.71494565052652,1,0,0,1,0.0,0.3252975892767831,0.1059069212410501,"(30.486, 40.238]"
23.45,Afternoon,Weekday,1.0,,Clear,2.02,1.94,0.1,104.02,57.915,45.492999999999995,10.402000000000001,13.526166932319175,0,0,0,0,0.0,0.22329080175204724,0.08261758691206544,"(20.734, 30.486]"
27.74,Afternoon,Weekday,1.0,Low,Clear,3.51,0.62,0.35,75.8,46.9988,17.1988,26.529999999999998,21.957609834222946,0,0,0,0,0.0,0.3611979166666667,0.12212943632567849,"(20.734, 30.486]"
47.13,Evening,Weekday,4.0,Low,Clear,4.15,1.3,0.23,6.47,66.90710000000001,61.269000000000005,1.4881,437.0228417766514,1,0,0,0,0.0,6.309236947791165,0.08622480781217536,"(40.238, 49.99]"
19.92,Morning,Weekday,4.0,Low,Clear,3.33,0.96,0.49,84.95,64.0787,19.1232,41.6255,14.069353247652167,1,0,0,0,0.0,0.2317626527050611,0.15917782026768643,"(10.982, 20.734]"
25.87,Evening,Weekday,4.0,Medium,Clear,4.2,1.09,0.18,61.57,66.1816,28.198300000000003,11.0826,25.210084033613445,1,0,0,0,0.0,0.4134569282403708,0.15630815035355414,"(20.734, 30.486]"
45.36,Night,Weekday,3.0,Medium,Clear,2.7,0.77,0.24,70.04,54.436800000000005,34.9272,16.8096,38.85746267165044,0,0,0,0,0.0,0.6385135135135135,0.05823986194995687,"(40.238, 49.99]"
10.59,Morning,Weekday,4.0,Medium,Clear,4.44,1.22,0.24,79.64,38.0619,12.9198,19.113599999999998,7.978342704600418,1,0,0,0,0.0,0.13132440476190477,0.38308886971527184,"(1.181, 10.982]"
4.4,Morning,Weekend,2.0,Low,Rain,3.77,1.94,0.1,45.28,16.834,8.536,4.5280000000000005,5.830311435802529,1,1,0,1,0.0,0.09507346585998272,0.6981481481481481,"(1.181, 10.982]"
5.94,Night,Weekday,3.0,Low,Clear,2.63,1.25,0.44,110.47,58.6618,7.425000000000001,48.6068,3.226197739489059,0,0,0,0,0.0,0.053287880147124794,0.37896253602305474,"(1.181, 10.982]"
1.89,Morning,Weekend,1.0,Low,Clear,2.71,0.62,0.11,20.41,6.1269,1.1718,2.2451,5.555936621167432,1,1,0,0,0.0,0.08827650630546473,0.9377162629757786,"(1.181, 10.982]"
5.63,Evening,Weekday,1.0,Low,Clear,3.88,1.43,0.29,82.22,51.39649999999999,8.050899999999999,23.843799999999998,4.108459437172679,1,0,0,0,0.0,0.06765200672915164,0.5852187028657617,"(1.181, 10.982]"
34.47,Afternoon,Weekday,1.0,High,Clear,4.49,1.01,0.46,5.5,41.834700000000005,34.8147,2.5300000000000002,375.9953459622587,0,0,1,0,5.5,5.303076923076923,0.12658584719481253,"(30.486, 40.238]"
4.49,Morning,Weekday,3.0,Low,Clear,3.25,1.78,0.31,111.33,45.75449999999999,7.9922,34.512299999999996,2.4198198877936528,1,0,0,0,0.0,0.039971512507789554,0.5919854280510018,"(1.181, 10.982]"
16.63,Evening,,2.0,Medium,Clear,2.77,1.15,0.32,17.94,27.6353,19.124499999999998,5.7408,55.61686900103674,1,0,0,0,0.0,0.8780359028511087,0.15711854792966534,"(10.982, 20.734]"
42.4,Afternoon,,4.0,Low,,4.6,0.79,0.36,15.91,43.823600000000006,33.496,5.7276,159.89340439706862,0,0,0,0,0.0,2.507392075694855,0.10599078341013825,"(40.238, 49.99]"
2.14,Afternoon,Weekend,4.0,High,Clear,4.01,0.79,0.25,43.3,16.525599999999997,1.6906,10.825,2.965316877826174,0,1,1,0,43.3,0.048306997742663664,1.2770700636942673,"(1.181, 10.982]"
40.91,Afternoon,,1.0,Medium,Clear,3.34,1.65,0.36,47.96,88.1071,67.5015,17.2656,51.17950984766662,0,0,0,0,0.0,0.835580065359477,0.07969458363159151,"(40.238, 49.99]"
14.81,Afternoon,Weekend,1.0,Low,Rain,3.46,0.9,0.12,29.64,20.3458,13.329,3.5568,29.979150219631183,0,1,0,1,0.0,0.483355091383812,0.21884882985452245,"(10.982, 20.734]"
6.79,Morning,Weekend,3.0,Medium,Clear,2.61,1.65,0.12,72.29,22.4883,11.2035,8.674800000000001,5.635587476103393,1,1,0,0,0.0,0.09264565425023877,0.33504492939666236,"(1.181, 10.982]"
35.14,Afternoon,Weekend,2.0,Medium,Clear,3.88,0.81,0.28,55.94,48.006600000000006,28.463400000000004,15.663200000000002,37.689978298409386,0,1,0,0,0.0,0.6171408500175624,0.10736026563364692,"(30.486, 40.238]"
31.82,,Weekend,4.0,High,Rain,3.08,0.98,0.32,8.93,37.1212,31.1836,2.8576,213.7818287685038,0,1,1,1,8.93,3.204431017119839,0.09384521633150518,"(30.486, 40.238]"
44.0,Morning,Weekday,3.0,Low,Clear,4.99,1.2,0.46,41.76,76.9996,52.8,19.2096,63.21748250743525,1,0,0,0,0.0,1.028999064546305,0.1108888888888889,"(40.238, 49.99]"
37.02,Afternoon,Weekday,4.0,High,,3.44,1.91,0.14,61.57,87.89620000000001,70.7082,8.619800000000001,36.075659486833004,0,0,1,0,61.57,0.591657343774972,0.09047869542346133,"(30.486, 40.238]"
14.82,Evening,Weekday,4.0,High,Clear,3.7,0.81,0.18,88.36,31.609,12.0042,15.9048,10.063308759786603,1,0,1,0,88.36,0.16584601611459265,0.23388116308470291,"(10.982, 20.734]"
9.69,Morning,Weekday,2.0,Medium,Clear,4.75,1.04,0.26,85.28,37.0004,10.0776,22.172800000000002,6.817494248398814,1,0,0,0,0.0,0.11230876216968011,0.44434050514499535,"(1.181, 10.982]"
37.78,Night,Weekend,2.0,Medium,Clear,4.4,0.72,0.23,40.76,40.9764,27.2016,9.3748,55.61252778418375,0,1,0,0,0.0,0.9046934865900383,0.11346054667354306,"(30.486, 40.238]"
40.53,Afternoon,Weekday,1.0,Medium,Clear,3.35,1.26,0.26,16.46,58.6974,51.0678,4.2796,147.73459047665332,0,0,0,0,0.0,2.3213058419243984,0.08066457982181556,"(40.238, 49.99]"
49.53,Morning,Weekday,2.0,Medium,Clear,4.16,1.19,0.16,36.33,68.9135,58.9407,5.8128,81.79881422272136,1,0,0,0,0.0,1.326814894186981,0.08232733029883238,"(40.238, 49.99]"
21.22,Morning,Weekday,2.0,Medium,Clear,3.76,1.85,0.3,100.66,73.21499999999999,39.257,30.197999999999997,12.648444376449175,1,0,0,0,0.0,0.20873499901632894,0.1692169216921692,"(20.734, 30.486]"
19.23,Morning,Weekday,3.0,Medium,Clear,3.48,1.9,0.42,117.75,89.472,36.537,49.455,9.798676185089503,1,0,0,0,0.0,0.16193684210526316,0.17202174987642116,"(10.982, 20.734]"
39.04,Afternoon,Weekday,4.0,Medium,Clear,3.51,1.08,0.28,61.79,62.0444,42.1632,17.3012,37.90867866633435,0,0,0,0,0.0,0.6217550565376653,0.08766233766233766,"(30.486, 40.238]"
17.7,Afternoon,Weekend,1.0,Medium,Clear,3.39,1.24,0.3,6.12,27.174,21.948,1.8359999999999999,173.512400745025,0,1,0,0,0.0,2.485955056179775,0.18128342245989307,"(10.982, 20.734]"
46.61,Evening,Weekday,1.0,High,Clear,2.74,1.84,0.44,21.11,97.7908,85.7624,9.2884,132.47373357460233,1,0,1,0,21.11,2.1080958842152873,0.05755093467758875,"(40.238, 49.99]"
43.06,Afternoon,,1.0,Low,Clear,4.74,1.71,0.38,42.04,94.3478,73.6326,15.9752,61.454879330932485,0,0,0,0,0.0,1.0004646840148699,0.10758057194734454,"(40.238, 49.99]"
37.79,Afternoon,,1.0,Medium,Clear,4.86,0.98,0.2,13.64,44.6222,37.0342,2.728,166.22435963227423,0,0,0,0,0.0,2.5812841530054644,0.12529002320185617,"(30.486, 40.238]"
37.97,Evening,Weekday,2.0,High,Rain,3.6,1.13,0.45,113.49,97.57659999999998,42.906099999999995,51.070499999999996,20.073909204815198,1,0,1,1,113.49,0.33164468512533846,0.09237875288683603,"(30.486, 40.238]"
6.05,Morning,Weekday,3.0,Medium,Clear,3.89,0.84,0.33,46.98,24.4754,5.082,15.5034,7.7265935300954025,1,0,0,0,0.0,0.12609420591913298,0.5517730496453901,"(1.181, 10.982]"
25.87,Morning,,1.0,Low,Clear,3.63,0.8,0.19,109.95,60.7045,20.696,20.8905,14.117249019104943,1,0,0,0,0.0,0.23316809373591707,0.13509490137700036,"(20.734, 30.486]"
25.76,Morning,Weekday,3.0,High,Clear,2.39,0.56,0.21,94.76,36.7152,14.425600000000003,19.8996,16.310576336578702,1,0,1,0,94.76,0.26900584795321636,0.08931240657698057,"(20.734, 30.486]"
41.5,Evening,Weekday,3.0,Low,Clear,3.13,1.47,0.42,91.88,102.72459999999998,61.004999999999995,38.5896,27.100388983093275,1,0,0,0,0.0,0.4468130921619294,0.07364705882352941,"(40.238, 49.99]"
25.87,Afternoon,Weekday,2.0,High,Rain,2.3,0.89,0.12,74.77,26.1176,23.0243,8.972399999999999,20.75949637959305,0,0,1,1,74.77,0.3414280058070477,0.08559732043170822,"(20.734, 30.486]"
44.88,Afternoon,Weekday,1.0,Medium,Clear,3.87,0.58,0.5,77.08,68.4404,26.0304,38.54,34.934860392887444,0,0,0,0,0.0,0.5747950819672132,0.08435047951176983,"(40.238, 49.99]"
20.07,Evening,Weekday,2.0,Medium,Snow,3.34,0.85,0.15,78.37,32.155,17.0595,11.7555,15.36545592352234,1,0,0,1,0.0,0.25286632228801814,0.1585192216421452,"(10.982, 20.734]"
45.36,Afternoon,Weekend,2.0,Medium,Rain,2.66,1.78,0.26,68.68,101.2576,80.74080000000001,17.856800000000003,39.6269106559931,0,1,0,1,0.0,0.6509758897818598,0.05737704918032787,"(40.238, 49.99]"
5.47,,Weekday,3.0,Low,Clear,2.49,1.22,0.29,118.44,44.69539999999999,6.673399999999999,34.3476,2.771009265403924,0,0,0,0,0.0,0.045797052913596786,0.38485316846986095,"(1.181, 10.982]"
47.58,Morning,Weekday,3.0,Low,Clear,4.13,0.8,0.31,105.33,74.8463,38.064,32.6523,27.103234957362815,1,0,0,0,0.0,0.44747484247155084,0.08501440922190202,"(40.238, 49.99]"
29.1,Morning,Weekday,4.0,High,Clear,3.26,0.82,0.12,29.8,30.698,23.862,3.576,58.58942437400589,1,0,1,0,29.8,0.9448051948051949,0.10830564784053155,"(20.734, 30.486]"
31.96,Afternoon,Weekday,3.0,High,Clear,3.55,0.94,0.29,14.64,35.0564,30.0424,4.2456,130.9782385967788,0,0,1,0,14.64,2.0434782608695654,0.10770631067961164,"(30.486, 40.238]"
22.97,Night,Weekend,2.0,Low,Rain,2.25,0.76,0.2,60.53,31.8132,17.4572,12.106000000000002,22.768649245175165,0,1,0,1,0.0,0.3733138306517146,0.09386733416770963,"(20.734, 30.486]"
15.37,Morning,Weekday,1.0,,Clear,4.95,1.07,0.37,64.12,45.1203,16.4459,23.724400000000003,14.382273403555175,1,0,0,0,0.0,0.2360257985257985,0.3023824068417838,"(10.982, 20.734]"
25.87,Morning,Weekday,3.0,Low,Clear,4.0,1.87,0.15,100.36,51.031000000000006,48.376900000000006,15.053999999999998,15.466228779022844,1,0,0,0,0.0,0.2552288871349645,0.148864905098623,"(20.734, 30.486]"
33.95,Afternoon,Weekday,2.0,Medium,Rain,2.86,1.42,0.15,61.57,59.475,48.209,9.2355,33.083971895677486,0,0,0,1,0.0,0.542592296627777,0.08183118741058654,"(30.486, 40.238]"
37.87,Night,Weekday,1.0,High,Clear,3.76,1.22,0.26,70.65,64.5434,46.20139999999999,18.369000000000003,32.16108568080101,0,0,1,0,70.65,0.5285415212840194,0.09673269873938771,"(30.486, 40.238]"
39.79,Afternoon,Weekday,1.0,High,Snow,2.33,1.9,0.36,61.57,101.5506,75.601,22.1652,38.77499975637723,0,0,1,1,61.57,0.6359277609077832,0.057121843589114984,"(30.486, 40.238]"
